time,ym,indmc,proddome,prodabroad,prodability,prodoper,prod,uib,uibmoney,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,hire,hirefull,hirepart,EXIT,EXITfull,EXITpart,left,leftfull,leftpart,hour,hourfull,hourpart,wage_tot,wage_totfull,wage_totpart,E9
2019. 01,708,0,104.8,98.3,103.3,97.4,105.2,92243,,3734614,3611086,99801,43018,40211,2808,141277,98670,42606,129893,87657,42236,134508,90784,43724,61838,58003,3835,186.5,188.5,123.9,5144408,5261059,1648997,179562
2019. 02,709,0,100.5,98.2,102.9,94,101.9,88667,,3730576,3613223,94216,42353,40789,1565,114372,77246,37126,106951,69939,37011,117821,75427,42394,59920,56532,3388,149.9,151.1,106.9,4363421,4444956,1633020,177540
2019. 03,710,0,102.2,101,103.1,95.9,103.9,94545,,3730956,3611967,95340,42107,40637,1470,128999,89130,39869,121102,81315,39788,129131,90384,38748,72158,68522,3636,174.9,176.7,117,3788917,3859622,1598705,176250
2019. 04,711,0,103.4,99.1,102.5,99.2,105.9,98366,,3736843,3614609,97701,42266,40932,1334,135746,90705,45041,129647,84728,44920,130742,88268,42474,68088,65232,2856,188.1,190.2,123.1,3698506,3764572,1703941,177843
2019. 05,712,0,101.8,101.2,102.6,98.2,105.7,98517,,3732591,3612376,96555,43457,42205,1252,118833,80024,38810,113919,75147,38772,122212,82327,39885,67749,65316,2432,182.1,184,121.2,3560890,3623847,1583843,176254
2019. 06,713,0,101,102.9,102.6,97.9,106.3,95920,,3728840,3608269,96426,41000,39117,1883,121271,76442,44829,114651,70006,44646,125508,79752,45755,65337,62100,3237,169,170.8,113.6,3697597,3763718,1623822,176709
2019. 07,714,0,103.3,103.5,102.9,100.7,108.6,101569,,3726500,3603248,98793,42927,39939,2988,116384,73352,43031,110687,67919,42767,119037,78339,40698,64672,60943,3729,190,192.2,122.8,3961627,4033484,1699772,177397
2019. 08,715,0,102.8,105.3,102.7,99,106.5,98756,,3730210,3604463,99600,40564,38742,1821,112661,68180,44481,107105,62680,44425,110639,67349,43290,56239,52527,3712,169.3,171.3,112.2,3799714,3873046,1644297,177231
2019. 09,716,0,101.5,106.4,102.9,100.8,108.1,94972,,3729861,3605646,97930,39978,37981,1997,114199,69393,44806,108936,64303,44632,114686,68268,46418,56018,52983,3036,163.4,165.2,108.9,4313857,4397922,1767051,177675
2019. 10,717,0,101.5,104.6,103.4,99.4,107.1,90845,,3738194,3608279,103833,41157,38802,2356,119004,75894,43110,113208,70124,43084,110468,72897,37572,59858,57985,1874,179.5,181.8,112.3,3794588,3867250,1647858,178437
2019. 11,718,0,100.5,101.3,104.9,97.4,107.5,90065,,3735574,3604265,104603,35917,34514,1403,113643,68214,45429,108631,63363,45268,116887,72210,44676,56804,54428,2376,180.5,182.6,116.4,3562493,3627776,1557563,177251
2019. 12,719,0,102.9,108,104.8,99.5,110.6,89433,,3732618,3600909,104951,38321,36664,1657,110915,65859,45056,105500,60484,45016,113923,69406,44517,52166,49817,2349,178.2,180.4,115.1,4524199,4620586,1755452,180324
2020. 01,720,0,100.9,102.1,104.5,99.2,108.5,98584,,3729925,3604385,102055,35529,34359,1170,113794,68348,45446,101903,56767,45137,113214,71796,41418,41353,39094,2258,168.3,170.1,115,5098323,5205281,1798515,179583
2020. 02,721,0,93.8,102.1,104.4,93.7,105.4,102627,,3719700,3600128,94898,35114,34178,936,109449,74832,34616,99082,64630,34453,120863,79106,41757,59706,56159,3547,169.8,171.6,109.5,3749170,3808747,1665937,176174
2020. 03,722,0,98.7,109.5,104.6,98.8,109.8,108737,,3708373,3587082,95944,30629,29847,782,114257,70676,43581,106893,63611,43281,126257,84269,41988,57521,54359,3163,185,187,117.6,3817219,3877085,1767122,170850
2020. 04,723,0,96.7,97,104.4,93.7,103.7,114126,,3670583,3550381,95324,25405,24811,595,97343,63585,33758,85550,51945,33605,134664,100690,33974,49443,46915,2528,169.9,171.4,116.1,3727412,3783127,1718279,167592
2020. 05,724,0,90.5,89.7,104.3,85.2,95.9,122065,,3652870,3528653,98674,25059,23688,1371,99215,59048,40167,79226,39767,39458,117593,80810,36783,44572,42112,2461,157.4,158.8,109.3,3566471,3621835,1620056,164595
2020. 06,725,0,97,96.7,104.4,91.9,103.4,133125,,3640734,3518889,95565,27506,26349,1157,112974,71565,41409,92084,50698,41386,125847,82244,43603,48772,46438,2334,177.7,179.5,112.6,3646704,3705358,1597146,161406
2020. 07,726,0,98.5,100,104.5,94.1,105.8,140567,,3643498,3513743,103089,30582,29107,1475,125060,74931,50129,103024,53675,49350,122683,79989,42694,50285,46846,3439,184.2,186.5,110.3,3954664,4024881,1641991,158471
2020. 08,727,0,98.3,100.3,104.6,94.5,106.2,138928,,3642894,3506353,109436,34984,33170,1814,113902,64450,49452,98906,50484,48422,114945,71691,43254,50226,46123,4102,160.3,161.8,109.7,3769411,3830648,1660833,156193
2020. 09,728,0,102.7,106.3,105.2,98.5,109.8,140008,,3648436,3507603,114219,31981,30976,1005,122529,69740,52790,108047,55937,52110,116497,68528,47969,46811,43154,3656,176.4,178.4,114.5,4405555,4486357,1914938,153592
2020. 10,729,0,102.6,106.2,105.2,98.9,109.1,132084,,3647798,3506190,115739,34048,32627,1420,117099,68632,48467,103631,55628,48002,116992,70509,46483,47840,43932,3908,163.4,165.1,111.5,3739682,3803902,1749566,151091
2020. 11,730,0,102,104.7,105.2,98.5,109.6,123637,,3650886,3507545,117450,35184,33988,1195,114416,68201,46215,102798,56685,46113,111350,67292,44058,50588,46670,3917,178,179.9,119,3680945,3740656,1770842,148375
2020. 12,731,0,102,110.4,106.5,98.5,111.4,118784,,3647536,3503706,117541,34543,33337,1207,113282,68984,44298,101571,57364,44207,117031,73223,43808,51140,47190,3950,181.8,183.8,120.4,4711782,4806869,1879339,146004
2021. 01,732,0,102.1,110.8,106.3,97.9,111.9,120600,,3648470,3497348,125658,35175,34585,590,133945,88784,45161,118972,74172,44800,132185,88756,43429,54619,50606,4013,170.8,172.4,121,4851097,4949649,1804677,143766
2021. 02,733,0,103.5,113.9,105.8,101.2,115.8,120377,,3644796,3495176,124859,42074,40672,1402,112170,67843,44327,100288,56107,44181,115141,69559,45582,51243,46531,4712,154,155.3,109.7,4605898,4683393,2022289,140506
2021. 03,734,0,102.5,113.3,106.4,99.5,115.1,123524,,3656235,3498887,132067,47977,46529,1448,137915,82830,55085,128299,73529,54769,126997,79213,47783,62647,57303,5344,183.6,185.5,122.7,3937067,4001464,1884611,136968
2021. 04,735,0,102.3,112.1,105.9,99.6,113.2,119972,,3657801,3498305,133819,51268,50044,1224,137090,82079,55011,128009,73239,54770,135920,82584,53335,63643,58862,4781,183.9,185.7,126.7,3904215,3966759,1895658,133422
2021. 05,736,0,101,113.1,105.7,98.6,112.8,115692,,3658997,3496534,136623,50229,49082,1147,121327,68810,52517,114411,62016,52395,120294,70879,49415,56871,52838,4033,164.8,166.2,117.8,3766853,3826484,1803478,132503
2021. 06,737,0,101.8,110.6,105.9,98.9,114.5,116439,,3659387,3491537,140462,52225,50928,1297,129843,73300,56542,121213,65273,55940,131000,78642,52358,62110,56836,5273,183.9,185.9,120.8,3876911,3940530,1808591,130041
2021. 07,738,0,101.4,111.6,105.6,99.3,114.6,116110,,3662565,3490471,144895,52149,50747,1403,124456,73973,50484,116322,66140,50182,121088,75175,45913,63046,57642,5405,182.1,184,123.4,4382836,4449644,2261016,131175
2021. 08,739,0,101.1,109.6,105.8,100.6,116,113648,,3664405,3491176,145621,54698,53021,1677,118172,68463,49709,110524,61249,49275,116743,67262,49481,55603,50151,5452,166.5,168,117.8,3948550,4015152,1845817,130455
2021. 09,740,0,98.8,109.4,106,98.9,112.9,109998,,3674535,3497340,149527,54877,53111,1766,116827,64719,52107,109871,57996,51875,106756,59263,47493,50181,44862,5320,159.8,161.2,115.1,4582001,4663629,2055519,130304
2021. 10,741,0,99.5,109.3,106,98.8,113.3,103069,,3673407,3496820,148872,56112,54229,1883,123957,70793,53164,114571,61662,52909,125132,71596,53536,57865,52246,5619,164,165.5,117.1,3916419,3977473,1979445,129729
2021. 11,742,0,100.7,111.9,106.1,100.9,115.3,94372,,3683366,3500849,154159,54877,53503,1374,125664,71084,54580,117783,63530,54253,116349,67206,49143,57451,52383,5068,183.1,184.9,124.6,3823130,3883616,1906731,129394
2021. 12,743,0,103.3,117.9,106,104.2,119.3,90568,,3675759,3495909,152103,61673,60217,1456,125377,69068,56309,116496,60745,55751,132372,74506,57866,59680,54561,5120,186,188.1,121.1,5270986,5377381,2112076,129393
2022. 01,744,0,104.4,118.9,105.1,105.5,119.7,96584,,3679093,3496965,154261,63595,62071,1524,149196,92038,57158,135903,79269,56634,145983,90409,55574,59430,53897,5533,169.1,170.9,117.7,6401136,6545531,2171029,129808
2022. 02,745,0,102.3,116.9,104.5,104.2,120,96505,,3685781,3502985,155480,66470,64834,1636,118829,74603,44226,109485,65622,43863,111589,68501,43088,54933,50141,4792,151.8,153.2,106.9,4184522,4252267,2090578,
2022. 03,746,0,102.3,119.5,104.9,106,121.5,101992,,3698416,3512450,158473,69922,68440,1482,129547,82395,47152,121185,74286,46899,117089,72587,44502,63168,57276,5892,,,,,,,
2022. 04,747,0,,,,,,102192,,3699215,,,69512,,,,,,,,,,,,,,,,,,,,,
,748,0,,,,,,101650,,3704383,,,70970,,,,,,,,,,,,,,,,,,,,,
