time,ym,indmc,proddome,prodabroad,prodability,prodoper,prod,uib,uibmoney,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,hire,hirefull,hirepart,EXIT,EXITfull,EXITpart,left,leftfull,leftpart,hour,hourfull,hourpart,wage_tot,wage_totfull,wage_totpart,E9
2014. 07,654,16,91.419,136.58,99.317,96.741,92.249,878,903617190,30716,26809,3907,594,594,0,1091,537,554,1085,531,554,809,470,339,470,441,29,190.3,199.2,126.2,2388215,2536284,1320793,3641
2014. 08,655,16,90.254,100.262,99.772,95.309,93.376,863,857835360,30656,26905,3750,690,690,0,1190,443,747,1189,442,747,1251,498,753,749,462,286,170.2,175.7,127.1,2402071,2542255,1305786,3824
2014. 09,656,16,93.75,95.522,99.772,94.737,93.52,875,916887510,30140,26806,3333,669,665,5,933,518,414,925,511,414,1448,792,657,939,544,395,168.7,174,118.5,2559916,2701725,1220256,3835
2014. 10,657,16,90.466,84.472,99.772,92.675,91.224,861,879831110,30540,26862,3677,612,572,40,1471,584,887,1440,553,887,1071,675,396,931,643,287,185.8,191.5,130.2,2319509,2421702,1329758,3829
2014. 11,658,16,92.373,116.051,99.772,93.697,92.596,821,750740790,30594,26933,3660,507,507,0,1270,536,734,1030,296,734,1216,614,602,523,344,179,175.9,181.9,123.1,2271181,2368365,1411275,3968
2014. 12,659,16,94.174,119.22,101.025,88.392,94.069,812,780234490,31004,27490,3513,688,625,63,1413,820,593,1320,731,589,1003,357,646,553,327,226,191.6,199.1,115.4,2430369,2549649,1220330,4058
2015. 01,660,16,93.7,94.2,99,95,94.2,892,922354030,30680,28118,2561,729,696,33,1681,923,757,1623,865,757,2004,1116,889,1222,785,437,184.3,190.7,117.3,2375844,2471736,1378243,4119
2015. 02,661,16,99.3,96.8,100.2,99.7,98,896,815821770,30501,28118,2382,551,475,76,1139,592,547,1134,587,547,1318,756,562,630,441,189,155,158.8,106.3,2623340,2732359,1258854,4114
2015. 03,662,16,99.6,112,100.2,97.3,98.2,915,970768230,31005,28517,2487,848,810,38,1803,950,854,1651,798,854,1299,713,586,792,617,175,194.2,198.9,135.4,2375227,2453744,1395411,3998
2015. 04,663,16,98.2,88.3,98.8,98.6,98.2,916,956943320,31714,28905,2808,555,516,39,2294,1056,1238,2256,1018,1238,1585,831,754,1149,725,424,188.3,195.5,107.5,2332680,2428584,1258563,3990
2015. 05,664,16,100,101.1,98.3,96.9,97.2,896,857738190,31834,28967,2867,622,616,6,1529,520,1009,1486,477,1009,1408,627,781,1132,577,555,169.7,174.8,105.6,2370811,2454158,1327773,4027
2015. 06,665,16,101.4,110.7,100.1,101.3,102.2,951,1022629520,31482,29173,2308,475,475,0,1233,652,581,1232,651,581,1586,623,963,1270,606,663,193.9,200.4,117,2411418,2491281,1465605,4054
2015. 07,666,16,102.5,114.6,100.2,103.3,103.4,959,1091168070,31428,28893,2534,479,475,5,1366,519,847,1366,519,847,1420,930,490,732,542,191,199.8,203.9,131.4,2571839,2641192,1432513,4152
2015. 08,667,16,105.1,126.6,100.7,104.4,104,905,975329320,31893,29518,2374,442,437,5,1288,579,709,1249,540,709,823,239,584,389,193,196,182.8,186.6,127.2,2498594,2565492,1518084,4132
2015. 09,668,16,101.2,113.7,100.2,104.2,103.5,876,921422870,30903,28991,1911,533,531,2,748,205,543,738,195,543,1739,1021,718,808,566,242,178.1,183.2,108.5,2851105,2959712,1362166,4192
2015. 10,669,16,102.4,116.6,100,100.6,101.6,873,995254410,32220,29304,2914,563,563,0,2140,653,1487,2137,650,1487,824,482,341,484,430,54,190.5,195.3,129.1,2527642,2594750,1672312,4195
2015. 11,670,16,98.8,71.1,100.2,100,99.4,792,844786510,32353,29679,2673,512,510,2,1430,753,677,1429,752,677,1297,520,777,547,429,118,189.8,193.2,142.2,2539285,2581705,1952530,4190
2015. 12,671,16,97.5,68.2,102.1,98.7,100.1,771,799679840,32197,29790,2405,623,580,43,1268,623,645,1227,582,645,1425,687,739,611,488,122,193.5,198.1,142.1,2659106,2719714,1982537,4253
2016. 01,672,16,94.5,23.8,100.1,98.7,97.9,839,918437700,32044,30331,1712,718,674,44,1127,556,571,1078,508,571,1279,547,732,474,422,53,180.4,184.4,119.4,2737097,2820092,1455643,4236
2016. 02,673,16,99.8,23.8,98.8,104.2,100.4,836,903767920,32000,30165,1834,642,635,7,1237,444,792,1237,444,792,1281,911,369,588,517,71,162.2,166.4,107.9,2653003,2754314,1329610,4177
2016. 03,674,16,98.7,34.2,99.6,99,98.4,924,1016220190,32311,30606,1704,635,626,9,1806,840,967,1802,836,967,1496,652,844,470,299,171,192,198.2,121.7,2563487,2662151,1448118,4079
2016. 04,675,16,96.5,28,99.4,98.4,97.6,882,957465990,32431,30669,1760,498,491,7,1961,609,1352,1942,589,1352,1842,780,1062,690,599,91,180.3,188.9,91.2,2525974,2650241,1243714,4101
2016. 05,676,16,97.4,26.3,99.1,97.9,97.2,861,972042380,32381,30909,1471,420,420,0,1332,658,674,1280,606,674,1381,679,702,645,619,26,179.4,186.3,111.9,2546873,2642748,1614036,4160
2016. 06,677,16,100.7,13.4,98.9,102.7,100.5,849,959876450,32882,31446,1434,386,337,49,1922,824,1099,1922,824,1099,1421,626,796,733,594,139,180.3,189.4,93.6,2511786,2634605,1340895,4255
2016. 07,678,16,99.1,24.6,99.6,99.8,98.6,864,926441470,32629,31241,1386,543,542,1,1415,735,680,1319,639,680,1668,1223,445,995,774,221,183.1,190.3,105.9,2706327,2813397,1569480,4330
2016. 08,679,16,103.4,29.9,100.9,102.3,101.4,899,1073469290,32376,31140,1234,618,616,3,1167,397,770,1127,357,770,1421,745,676,662,568,95,184.9,190.3,122.4,2710480,2798628,1688299,4368
2016. 09,680,16,100.9,21.1,100.6,101.8,100.6,859,1014530490,32864,31397,1465,723,721,2,2029,725,1303,1948,645,1303,1540,712,828,725,706,19,167.9,175.3,98.7,2957791,3108965,1529253,4473
2016. 10,681,16,95.3,32.2,102.4,96.8,96.9,825,918343250,33278,32120,1156,764,762,2,2096,976,1120,2014,895,1120,1682,881,801,724,722,2,177.1,188.7,95.1,2595895,2766800,1398152,4505
2016. 11,682,16,100.1,24.4,102.7,99.7,98.6,822,951004520,33556,32249,1305,639,585,55,1437,567,870,1426,555,870,1159,690,469,678,541,137,188.1,198.4,105.4,2565141,2696068,1514156,4509
2016. 12,683,16,100.4,29.2,102.5,102.3,100.8,795,908028550,33571,32407,1162,843,790,53,1982,665,1317,1979,662,1317,1967,753,1214,640,638,2,188.4,200.1,105,2776916,2932059,1673239,4585
2017. 01,684,16,106.9,36.7,103.6,113.6,111.1,790,880237380,33258,32552,699,567,382,185,1554,720,834,1414,581,834,1871,639,1232,380,378,2,176.6,182,80.2,3178354,3286955,1230154,4440
2017. 02,685,16,100.1,30.4,102.1,104.8,103.9,785,894566090,33304,32523,775,577,572,5,2239,654,1585,2229,644,1585,2193,837,1356,594,566,28,174.9,181,89,2604475,2700624,1258168,4278
2017. 03,686,16,98.9,33.2,102.5,102.8,102.6,817,955564260,33213,32595,612,731,723,8,2053,1064,990,2044,1054,990,2145,1205,940,652,619,33,187.9,200.7,93,2557463,2711289,1421175,4180
2017. 04,687,16,99.9,33.4,104.1,101.5,103.1,775,888892780,33510,32862,642,972,964,8,1811,955,856,1788,931,856,1513,667,847,530,530,,175.4,186.6,97,2711915,2861065,1672426,4241
2017. 05,688,16,102.1,31.6,103.5,104.2,105.3,789,963462370,33707,32989,713,989,922,66,1987,786,1202,1911,710,1202,1790,685,1105,415,347,68,175.4,188.6,73.7,2563609,2733448,1253764,4285
2017. 06,689,16,102.7,21.3,103.5,107.4,107.7,834,968607720,33647,32963,678,1031,1030,2,989,525,463,974,511,463,1049,565,484,778,555,223,182.4,193,84.1,2723132,2883319,1249517,4381
2017. 07,690,16,100.8,15.9,103.4,103,103.6,846,984190790,33843,33074,763,628,628,0,935,690,244,921,677,244,739,601,137,419,401,18,184.8,195.2,80.8,2888597,3051130,1261923,4446
2017. 08,691,16,98.7,11.7,104.3,103.6,103.5,856,1145955880,33564,32787,771,437,436,2,1423,610,812,1415,603,812,1702,913,789,641,641,,182.6,190.3,97.6,2700899,2800817,1592129,4421
2017. 09,692,16,101.5,10.2,103.6,102.7,103.7,819,1108880380,33291,32565,720,425,425,0,1111,478,633,1106,473,633,1383,720,664,714,669,46,188.4,193.4,102,3167872,3238297,1944285,4503
2017. 10,693,16,99.9,14,103.5,103.4,102,704,884029570,33339,32587,713,376,373,3,1093,396,697,1085,388,697,1078,408,670,420,377,43,160,160.8,114.9,2794409,2810562,1898935,4538
2017. 11,694,16,101,12.5,104.4,101.7,101.5,755,864022880,33402,32731,632,540,540,0,1628,679,948,1620,672,948,1565,580,984,504,428,76,192.8,201.5,77.2,2666147,2759388,1424988,4536
2017. 12,695,16,100.9,12.8,104.9,101.9,101.8,728,849757450,33656,32752,864,577,546,30,1657,355,1303,1653,350,1303,1404,375,1029,332,298,34,180.2,189.1,73.7,2964380,3127057,1023799,4615
2018. 01,696,16,96.5,16.9,103.3,98.4,97.9,824,1057859580,33708,32548,1122,529,523,6,2113,1218,894,2105,1211,894,1815,801,1014,565,562,3,188.3,193.5,74.6,2856090,2940535,1015179,4682
2018. 02,697,16,95.3,12.7,103.2,99.1,98,836,1005516110,33560,32362,1163,779,775,5,1742,803,939,1708,769,939,1887,1053,834,812,811,1,162.1,167,55.2,3302707,3418619,753180,4557
2018. 03,698,16,94.3,10.9,102,96.3,95.9,843,1080427510,33364,32285,1050,565,565,0,1789,1099,689,1776,1087,689,1978,1102,876,1126,859,268,188.4,193.5,59.5,2787109,2867090,784116,4514
2018. 04,699,16,93.6,13.9,100.9,95.6,94.5,873,1089311680,33327,32256,1028,749,749,0,1930,1093,838,1857,1019,838,1981,1146,835,968,942,26,188,190.8,94.8,2791807,2836412,1336590,4456
2018. 05,700,16,96.4,13.1,101.4,97.7,97,877,1201576480,33563,32608,912,597,597,0,1890,1071,819,1844,1035,810,1654,726,928,579,527,53,182.1,186,65,2791806,2852498,982174,4481
2018. 06,701,16,96.4,13,101.6,97,95.8,851,1150957720,33821,32804,983,576,576,0,1898,1008,891,1896,1005,891,1632,812,820,671,644,28,178.5,182.1,66.6,2874443,2936846,944890,4549
2018. 07,702,16,97.4,20.8,99.5,100.1,97.7,962,1355190020,33498,32554,912,695,685,10,1591,866,725,1583,858,725,1911,1116,795,866,866,0,192.5,196.1,89.8,3189852,3252790,1374495,4562
2018. 08,703,16,93.1,11.8,99,100.2,96.2,964,1410754750,33417,32560,825,923,816,108,1590,1036,554,1544,994,550,1672,1031,641,952,867,85,185.3,188.2,109.3,2862033,2899133,1911272,4538
2018. 09,704,16,92.7,12.5,100,99.7,96.7,942,1253387520,33196,32342,823,938,868,69,1411,735,676,1409,733,676,1630,952,678,647,603,44,159.2,161,101.5,3424564,3474223,1755147,4528
2018. 10,705,16,93.9,22.1,99,97.7,94.5,944,1537591920,33668,32448,1176,1173,1105,68,2294,986,1308,2246,937,1308,1835,881,954,699,695,5,188.8,191.3,122.5,2895490,2930697,1981713,4634
2018. 11,706,16,92.5,11.9,100,97.3,93.3,965,1393166570,33583,32637,902,907,849,58,2275,805,1470,2224,755,1470,2360,614,1746,468,467,1,189.3,196.6,70.2,2829638,2933833,1146562,4581
2018. 12,707,16,88.5,17.3,99.9,95.2,91.2,899,1260323410,33845,32953,855,633,633,0,1664,972,693,1577,884,693,1395,657,738,426,398,28,176.8,183.9,76.5,3192798,3325186,1328056,4687
2019. 01,708,16,87.9,11.2,101,97,93.9,997,1601383830,33998,33164,812,455,374,82,1507,903,604,1483,879,604,1339,689,650,675,572,103,188.9,196.8,86,3352390,3511498,1280580,4617
2019. 02,709,16,84.1,10.5,100.7,93.6,90,936,1313304780,34000,33235,743,787,761,26,1581,835,746,1577,831,746,1579,763,816,587,585,2,149.8,154.5,53.6,3100157,3218527,657132,4522
2019. 03,710,16,89.6,7.2,100.2,95.1,93.8,1058,1482003360,33702,32913,767,735,709,26,1648,831,817,1488,670,817,1947,1156,790,935,935,0,176.6,181.6,57.1,2957394,3055411,614290,4463
2019. 04,711,16,83.9,4.8,100,90.1,87.2,1066,1642912320,34244,33342,885,499,499,0,2778,1090,1687,2710,1022,1687,2231,660,1571,401,396,5,191,194.2,94.1,2937334,2990494,1350673,4501
2019. 05,712,16,80.8,7.9,100.7,86.8,84.8,1063,1654032420,33860,33182,662,657,657,0,1647,738,909,1641,732,909,2031,898,1133,670,669,1,183.6,187.4,72.4,2965848,3028229,1123763,4394
2019. 06,713,16,76.1,10.2,98.9,84.1,80.6,1060,1555832760,33767,33068,676,501,501,0,1404,744,660,1386,726,660,1504,861,643,647,647,0,170.9,174.3,70.2,3004763,3071140,1052025,4416
2019. 07,714,16,83.1,10.1,98.2,88.4,85.4,1104,1767674750,33694,32964,705,427,427,0,1530,906,624,1322,699,624,1603,1009,594,685,671,15,197,201.4,83.1,3388125,3470972,1225503,4403
2019. 08,715,16,83,11.2,99.1,86.4,83.4,1122,1786378890,33470,32738,710,287,287,0,1076,449,627,1057,430,627,1297,666,632,669,628,41,178.1,180.8,100.6,3143671,3199606,1540692,4354
2019. 09,716,16,83.9,13.5,98.7,87,83.8,1096,1798020790,33429,32698,705,433,433,0,1539,670,868,1488,620,868,1583,710,873,473,473,0,165.7,168.1,91.9,3417372,3483830,1390230,4372
2019. 10,717,16,84.4,13.2,99.3,89.3,86.5,1082,1852616630,33427,32733,669,469,454,15,1395,830,565,1378,813,565,1397,795,602,636,621,15,185.6,187.8,112.3,3020986,3063987,1593926,4356
2019. 11,718,16,83.9,8.5,99.1,90,86.2,1076,1660642840,33429,32733,670,534,534,0,1119,626,493,1079,586,493,1117,626,491,516,501,15,183.4,186.5,73.6,3009083,3062145,1151322,4275
2019. 12,719,16,84.5,9.7,97.8,93.3,87.3,1115,1703171280,33587,32870,692,731,731,0,1279,696,582,1279,696,582,1120,561,559,457,442,15,181.3,185.3,79.3,3049663,3115156,1359259,4403
2020. 01,720,16,88.3,9.3,99.2,97.5,90.8,1216,2022777280,33363,32737,583,292,292,0,1220,587,633,1215,582,633,1463,729,734,452,418,34,173.5,178,69.3,3649873,3749709,1317162,4407
2020. 02,721,16,84,12.8,97.3,91.2,85.8,1225,1938921960,33374,32445,719,388,388,0,1978,673,1306,1933,627,1306,2133,964,1170,424,423,1,173.5,177,68.8,3107980,3175737,1102856,4315
2020. 03,722,16,85.5,10.9,96.8,92.5,86.4,1288,2097863320,33589,32239,862,318,318,0,1793,662,1131,1793,662,1131,1856,865,991,546,533,13,191.7,195,89.8,3283928,3349201,1230171,4185
2020. 04,723,16,88.3,9.7,97.3,94.3,88.5,1320,2196863310,33596,32340,975,307,307,0,1859,998,860,1610,750,860,1644,885,759,435,427,8,178.7,183.5,68.4,3134906,3221073,1160450,4144
2020. 05,724,16,73.7,8.4,96.9,80.7,75.4,1385,2208715380,33050,32083,766,393,343,51,1584,581,1003,1506,503,1003,2050,824,1226,355,347,9,166.9,171.5,83.7,3186786,3291429,1293750,4077
2020. 06,725,16,78.5,8.5,96.9,89.5,83.4,1450,2395857020,33104,32131,773,368,368,0,1820,726,1094,1785,691,1094,1766,687,1079,455,392,63,185,190.4,78.4,3127278,3219443,1318125,3991
2020. 07,726,16,77.8,9.2,97.7,86.8,82.9,1476,2540948110,33116,31944,923,308,308,0,1937,831,1105,1653,548,1105,1974,1013,961,772,768,5,184.4,193.5,66,3393997,3564612,1179683,3904
2020. 08,727,16,77.4,3.4,97.5,88.9,84.4,1482,2418916050,32671,31458,952,512,512,0,1316,404,912,1283,371,912,1773,890,883,669,659,10,167.2,171.6,65.1,3168685,3250509,1232540,3830
2020. 09,728,16,80.6,8.9,97.6,89.5,85.3,1457,2602714670,32529,31513,742,476,455,21,1569,642,927,1530,603,927,1724,587,1137,435,385,50,181.6,186,70.2,3693258,3785212,1351780,3740
2020. 10,729,16,87.3,9.4,98.5,92.1,87.4,1338,2184049610,32804,31577,977,892,871,21,2158,828,1331,2158,828,1331,1859,763,1096,221,209,12,170.4,172.7,83,3272516,3312050,1735465,3679
2020. 11,730,16,85.5,10.2,98.5,92.9,87.2,1276,2057993610,33038,31662,1201,796,784,11,2953,823,2130,2808,679,2130,2645,739,1906,718,686,32,181.4,187.7,59.7,3241212,3342157,1294180,3583
2020. 12,731,16,88.3,25.5,98,94.6,88.8,1267,2160164510,32948,31385,1329,854,759,96,2751,565,2186,2751,565,2186,2901,843,2058,710,675,34,188,193.3,64.2,3562134,3653028,1440045,3526
2021. 01,732,16,84.7,9.2,96.4,93.2,85.9,1246,2020640460,33189,31307,1640,838,823,15,2143,1012,1131,2032,900,1131,1909,757,1151,412,390,22,177.9,180.9,91.5,3560418,3621345,1845036,3468
2021. 02,733,16,93,9.4,96.6,98.2,89.7,1247,1992759330,33507,31487,1749,948,926,22,2428,927,1500,2332,832,1500,2140,748,1392,638,580,58,161.6,162.8,111.5,3477857,3504828,2323184,3413
2021. 03,734,16,88,19.7,94.5,99.9,91,1280,2240695690,33346,31308,1752,1054,1027,28,2354,876,1477,2295,825,1470,2529,1056,1474,695,643,52,189.8,193.3,110.6,3391145,3441712,2242943,3322
2021. 04,735,16,86.8,9.4,89.8,98.3,84.8,1236,2029218500,33274,31251,1776,1040,1028,13,3153,1085,2068,3141,1073,2068,3185,1145,2040,970,940,29,187.1,193,97.6,3258849,3338030,2060951,3245
2021. 05,736,16,83.8,9.8,88.7,100.8,86.8,1207,1977994960,32843,30940,1622,1349,1317,31,2309,538,1771,2281,528,1753,2775,851,1924,700,673,28,171.9,175.8,97.5,3380857,3457477,1908997,3195
2021. 06,737,16,81.9,7.3,87.5,102.1,86.4,1212,2025202730,32917,30900,1669,1076,1071,5,3025,888,2137,2924,790,2135,3018,909,2109,759,727,32,188.6,194.2,84.8,3261504,3347306,1673406,3137
2021. 07,738,16,81.3,14.6,84.7,102.8,85.6,1207,1980917790,32670,30892,1457,1205,1079,126,1946,575,1371,1926,556,1370,2165,592,1573,561,484,77,186.7,191.1,93.9,3726526,3805930,2039773,3156
2021. 08,739,16,79.5,9.5,84.3,102.4,84.5,1151,1993227220,32776,31015,1459,1135,1135,0,2278,737,1542,2210,671,1539,2153,613,1541,518,490,28,174.9,178.9,77.8,3282234,3350755,1611464,3104
2021. 09,740,16,77.5,6.9,84.1,102.3,83.4,1152,1944956660,32690,30888,1545,1156,1103,53,2334,662,1673,2258,588,1670,2375,790,1585,766,729,37,165.3,168.8,89.6,3863618,3960015,1741038,3096
2021. 10,741,16,80.5,6.6,83.9,103,84.5,1082,1813422750,32768,30870,1510,1059,1007,53,3361,591,2770,3355,586,2769,3415,610,2805,570,531,38,176.7,178.2,142,3383994,3420696,2554717,3071
2021. 11,742,16,81,7.2,84.5,105.9,85.7,1050,1748563210,32831,30771,1602,1355,1338,18,2609,565,2043,2548,526,2022,2616,662,1955,635,567,69,191.1,195.2,107.1,3394393,3456215,2126596,3089
2021. 12,743,16,83.4,9.1,84.8,105.7,85.6,1035,1744280850,32646,30630,1556,1219,1194,26,2029,670,1358,2000,650,1350,2215,814,1401,593,522,71,195.8,200.4,99.1,4016706,4117419,1894268,3063
2022. 01,744,16,78.8,6.5,82.4,105,82.6,1061,1807957770,32093,30084,1669,1260,1219,41,1592,699,893,1550,659,891,2025,1247,778,757,712,45,177.1,180.8,102.6,4015893,4114155,2020547,3082
2022. 02,745,16,81.7,8.3,81.3,103.2,81.2,997,1595938320,32006,29946,1711,1238,1204,33,1816,618,1198,1783,585,1198,1911,756,1155,622,584,38,158.9,161.4,99.4,3335631,3386773,2112127,3101
2022. 03,746,16,74.2,6.7,80.9,102.2,79.9,1074,1815005880,32025,29970,1660,1338,1294,43,1888,720,1167,1804,648,1157,1916,696,1220,627,589,38,181.1,185.2,84.4,3734244,3826606,1533675,3129
2022. 04,747,16,70.3,6,79.6,98,75.2,1104,1802352350,31659,29622,1767,1426,1382,44,2069,794,1275,2000,762,1238,2310,1144,1166,728,684,44,178.7,184.1,84.4,3346540,3421414,2037013,3147
2022. 05,748,16,70.3,9.8,79.5,98.9,77.1,1073,1825151160,31775,29855,1652,1370,1312,57,2220,881,1338,2166,833,1333,2101,667,1434,648,602,46,181.1,187.2,86.8,3434319,3542984,1761284,3162
2022. 06,749,16,65.6,8.8,77.2,96.4,72.2,1013,1665747850,31913,29981,1683,1336,1335,2,2242,794,1448,2137,697,1440,2086,670,1416,594,544,50,173.9,179.3,94.2,3472132,3573852,1948283,3168
2022. 07,750,16,70.7,17.7,78.2,98.3,77.8,1055,1693237470,31816,29839,1690,1373,1371,2,2000,823,1177,1943,768,1176,2135,955,1180,735,686,49,178.1,184.2,83.7,3689868,3814196,1763612,3191
2022. 08,751,16,71.2,10.8,78.3,98,77.7,1055,1881823950,31647,29585,1776,1061,1060,2,2115,1096,1019,1673,655,1018,2282,1333,949,683,602,80,177,182.9,84,3568412,3679686,1829518,3268
2022. 09,752,16,69.2,14.2,77.5,96.7,75,1023,1785398660,31692,29654,1707,1183,1124,59,1653,757,896,1621,725,896,1653,687,967,632,586,46,170,173.6,108.1,3874964,3963976,2347511,3369
2022. 10,753,16,,,,,,1040,1701118190,,,,,,,,,,,,,,,,,,,,,,,,,3505
2009. 06,593,17,90.308,88.86,92.21,96.073,89.591,,,58809,54246,4265,796,776,21,1265,711,554,1192,638,554,1879,1155,724,1051,812,239,,,,,,,
2009. 07,594,17,92.765,90.084,92.21,96.353,91.141,,,58782,54081,4394,555,541,14,1641,1110,531,1593,1063,530,1677,1286,391,1101,959,142,,,,,,,
2009. 08,595,17,91.715,95.135,92.21,97.115,91.524,,,58366,53916,4178,608,579,29,1350,931,419,1311,925,386,1732,1135,597,1169,974,195,,,,,,,
2009. 09,596,17,97.842,92.787,92.21,100.508,93.366,,,58960,54675,4002,698,611,87,1930,1468,462,1877,1435,442,1347,743,603,928,703,225,,,,,,,
2009. 10,597,17,91.975,89.037,92.21,97.085,92.268,,,59447,54998,4164,584,525,59,2130,1359,772,2010,1238,772,1646,1076,570,992,926,66,,,,,,,
2009. 11,598,17,91.715,90.515,92.21,98.753,91.928,,,59884,55194,4402,652,647,5,1760,1289,471,1666,1195,471,1326,1017,309,964,878,86,,,,,,,
2009. 12,599,17,94.075,91.132,92.733,99.491,92.204,,,59499,55073,4147,770,675,96,2188,1191,998,2170,1172,998,2565,1364,1201,1264,978,286,,,,,,,
2010. 01,600,17,94.509,89.865,93.427,98.821,91.593,,,60465,55889,4288,931,842,89,2755,1695,1060,2668,1608,1060,1798,794,1004,770,609,161,,,,,,,
2010. 02,601,17,98.17,82.095,92.394,99.648,92.821,,,60448,56164,4004,1381,1306,75,2228,1256,972,2086,1114,972,2237,1155,1082,997,861,137,,,,,,,
2010. 03,602,17,98.459,83.699,93.427,99.784,95.307,,,60370,56162,3957,1255,1149,106,2324,1440,884,2283,1398,884,2373,1338,1035,1159,993,166,,,,,,,
2010. 04,603,17,97.977,78.885,93.427,99.225,94.751,,,60137,55881,4010,1090,1083,7,2371,1476,895,2260,1366,895,2599,1695,904,1321,1251,70,,,,,,,
2010. 05,604,17,99.326,76.774,93.521,101.122,95.695,,,60974,56738,4041,1442,1384,58,2445,1894,550,2241,1691,550,1557,1244,312,1192,1154,37,,,,,,,
2010. 06,605,17,95.279,78.547,93.991,101.46,95.837,,,61312,56928,4171,1291,1182,110,1782,1326,456,1769,1313,456,1462,1056,406,974,912,62,,,,,,,
2010. 07,606,17,93.16,75.338,94.085,97.54,92.242,,,61454,57108,4138,1453,1308,145,1981,1342,639,1923,1284,639,1834,1038,797,1146,884,262,,,,,,,
2010. 08,607,17,93.064,76.605,94.085,98.042,93.366,,,60986,56999,3744,1644,1530,114,1940,1415,524,1863,1339,524,2443,1199,1244,1218,1000,218,,,,,,,
2010. 09,608,17,94.22,82.939,94.46,100.48,94.043,,,60774,56849,3683,1698,1698,0,1909,1240,669,1875,1206,669,2120,1370,750,1386,1236,150,,,,,,,
2010. 10,609,17,94.509,92.568,94.648,98.333,94.501,,,60805,57070,3432,1063,1041,22,2126,1935,191,2073,1882,191,2156,1609,547,1727,1467,260,,,,,,,
2010. 11,610,17,97.206,91.301,94.648,99.976,94.811,,,61270,57152,3812,550,550,0,2407,1726,681,2374,1693,681,1945,1363,582,1297,1131,166,,,,,,,
2010. 12,611,17,100.096,104.899,94.648,103.31,97.179,,,61438,58114,3006,945,880,65,2481,1588,893,2466,1574,893,2325,1369,956,1261,1100,161,,,,,,,
2011. 01,612,17,99.807,94.426,94.836,101.766,95.966,,,61762,58202,3142,998,990,7,3047,2169,878,2538,1660,878,2823,1292,1531,1370,1095,275,197,199.8,129,2566894,2631319,982430,
2011. 02,613,17,95.568,91.47,95.211,98.398,94.246,,,61562,57960,3148,1021,1008,13,1560,1066,494,1492,1029,463,1796,1194,601,1043,941,102,168.9,171,119.2,2325985,2383184,939422,
2011. 03,614,17,100,88.936,95.305,100.689,97.858,,,62337,58592,3323,1044,1014,30,2716,1967,749,2642,1893,749,1909,1391,518,1425,1314,110,201.5,204.4,133.4,2380640,2446671,839066,
2011. 04,615,17,97.399,91.216,95.211,99.42,95.953,,,62311,58346,3554,889,874,14,2486,1718,768,2451,1684,768,2501,1827,673,1884,1631,254,195.4,200.3,103.3,2291038,2369618,819338,
2011. 05,616,17,98.844,92.652,96.526,99.948,97.288,,,62919,59396,3176,1079,1064,15,2466,1779,687,2412,1726,687,1794,1154,640,1047,954,93,191.7,195.2,116.5,2284531,2349582,891361,
2011. 06,617,17,102.216,91.807,96.526,102.82,99.498,,,62817,59295,3226,1063,1063,0,2255,1752,503,2159,1655,503,2306,1564,742,1641,1446,195,194.8,198.2,123.8,2513612,2592528,872122,
2011. 07,618,17,100.385,91.554,96.526,102.335,98.615,,,62871,59183,3392,829,829,0,2550,1788,762,2519,1757,762,2496,1614,882,1701,1426,275,193.7,197.3,115.9,2413783,2485596,832834,
2011. 08,619,17,96.821,92.568,96.808,100.578,97.648,,,63002,59579,3115,853,831,22,2199,1627,573,2114,1581,534,2080,1336,744,1243,1160,83,190.7,194.2,108.6,2521468,2594934,789431,
2011. 09,620,17,96.532,90.034,96.901,99.535,95.266,,,63077,59919,2862,706,706,0,2239,1536,704,2066,1363,703,2152,1197,955,1107,1027,80,181.7,184.7,101.7,2673855,2745636,795441,
2011. 10,621,17,96.05,91.132,96.62,98.374,95.256,,,63005,60053,2656,730,624,107,2634,1394,1240,2577,1338,1240,2706,1447,1258,1345,1202,143,185.6,189.3,101,2398659,2468795,799454,
2011. 11,622,17,98.266,95.186,96.526,100.152,96.111,,,63333,60384,2653,563,563,0,1973,1537,436,1950,1514,436,1645,1233,412,1124,1050,74,197.6,201,115.6,2349870,2411425,844041,
2011. 12,623,17,97.784,95.777,96.62,99.819,94.678,,,63315,60099,2920,760,606,154,2284,1252,1032,2235,1207,1029,2302,1376,926,1390,1054,336,198.4,202.1,116.7,3045127,3142450,856513,
2012. 01,624,17,98.073,94.341,96.901,99.627,95.803,,,63291,60460,2541,678,623,55,3409,1510,1899,3205,1305,1899,3427,1275,2152,1160,1080,80,184,187.1,112.3,2833453,2920336,814991,
2012. 02,625,17,98.459,97.889,97.277,99.533,97.488,,,63487,60960,2270,903,893,9,2902,1668,1234,2886,1652,1234,2673,1285,1388,1189,1028,162,189.2,193.2,99.9,2392715,2466126,742424,
2012. 03,626,17,97.303,96.622,97.371,98.051,96.267,,,63640,61207,2202,806,806,0,2995,1728,1267,2932,1665,1267,2816,1591,1225,1460,1227,232,192.3,196,102,2508927,2579896,769522,
2012. 04,627,17,99.422,99.324,97.465,100.14,98.081,,,63605,61402,1962,758,754,5,2901,1422,1479,2889,1411,1478,2946,1388,1558,1393,1182,211,186.5,190.4,107.6,2434882,2517133,802367,
